##  file created by snapspecks
# x # y # z # m 
datavar 0 lum
# time=0
datatime 0
0.191544 -0.636836 -0.0807428 0.0625 
-0.750885 -0.0767341 -0.30125 0.0625 
-0.121941 -0.00227017 -0.374389 0.0625 
0.44845 0.172211 0.789338 0.0625 
0.480496 0.287506 0.301587 0.0625 
-0.42127 -0.291421 -0.740906 0.0625 
0.138837 0.0345802 -0.500823 0.0625 
0.331764 0.792634 -0.0973878 0.0625 
-0.53501 0.411172 0.218963 0.0625 
0.23784 -0.59935 -0.532887 0.0625 
0.66882 -0.42649 -0.576276 0.0625 
-0.414466 -0.112506 0.529395 0.0625 
-0.450145 0.203068 0.571514 0.0625 
-0.130254 -0.287457 0.249757 0.0625 
0.180134 0.308305 -0.235206 0.0625 
0.146087 0.223587 0.779314 0.0625 
# time=0.03125
datatime 1
0.172449 -0.628696 -0.0970026 0.0625 
-0.7676 -0.0731738 -0.292165 0.0625 
-0.11128 -0.0016883 -0.390774 0.0625 
0.449384 0.148398 0.785841 0.0625 
0.479411 0.317592 0.298377 0.0625 
-0.428452 -0.285272 -0.723922 0.0625 
0.122195 0.0220386 -0.493465 0.0625 
0.349121 0.820113 -0.112549 0.0625 
-0.518099 0.39809 0.204124 0.0625 
0.235208 -0.597826 -0.517797 0.0625 
0.677128 -0.444881 -0.586005 0.0625 
-0.4185 -0.112758 0.543285 0.0625 
-0.428289 0.194017 0.586173 0.0625 
-0.140077 -0.267738 0.234143 0.0625 
0.167165 0.300306 -0.232046 0.0625 
0.160236 0.211479 0.79378 0.0625 
# time=0.0625
datatime 2
0.153205 -0.619877 -0.113576 0.0625 
-0.783613 -0.069581 -0.282938 0.0625 
-0.0997056 -0.0010846 -0.40707 0.0625 
0.449379 0.124732 0.781785 0.0625 
0.477757 0.347422 0.295101 0.0625 
-0.435219 -0.278841 -0.706297 0.0625 
0.10469 0.00941411 -0.485123 0.0625 
0.366245 0.846915 -0.127599 0.0625 
-0.500676 0.384405 0.189395 0.0625 
0.232493 -0.5957 -0.502192 0.0625 
0.684751 -0.463112 -0.595406 0.0625 
-0.422049 -0.112278 0.556671 0.0625 
-0.406013 0.184343 0.600154 0.0625 
-0.149898 -0.247513 0.218362 0.0625 
0.153876 0.291642 -0.228864 0.0625 
0.174776 0.199114 0.807598 0.0625 
# time=0.09375
datatime 3
0.133844 -0.610366 -0.130507 0.0625 
-0.798918 -0.0659602 -0.273573 0.0625 
-0.0869336 -0.000485827 -0.423309 0.0625 
0.44839 0.101279 0.777239 0.0625 
0.475551 0.376957 0.291741 0.0625 
-0.441542 -0.27212 -0.688028 0.0625 
0.0860203 -0.00327058 -0.475727 0.0625 
0.383143 0.873079 -0.142524 0.0625 
-0.482747 0.370127 0.174746 0.0625 
0.229654 -0.59297 -0.486042 0.0625 
0.691704 -0.481171 -0.604477 0.0625 
-0.425077 -0.111019 0.569552 0.0625 
-0.383367 0.173987 0.613452 0.0625 
